row,source_protein,target_protein,source_ensg,target_ensg,source_symbol,target_symbol
3208,P0DMV8,O15399,ENSG00000204389,ENSG00000105464,HSPA1A,GRIN2D
3209,P0DMV8,O15399,ENSG00000237724,ENSG00000105464,HSPA1A,GRIN2D
3210,P0DMV8,O15399,ENSG00000215328,ENSG00000105464,HSPA1A,GRIN2D
3211,P80370,Q9UM47,ENSG00000185559,ENSG00000074181,DLK1,NOTCH3
3212,P35442,Q9UM47,ENSG00000186340,ENSG00000074181,THBS2,NOTCH3
3213,Q9UBD9,P42702,ENSG00000175505,ENSG00000113594,CLCF1,LIFR
3214,P04439,Q06481,ENSG00000206503,ENSG00000084234,HLA-A,APLP2
3215,P09529,Q04771,ENSG00000163083,ENSG00000115170,INHBB,ACVR1
3216,Q9UK05,Q04771,ENSG00000263761,ENSG00000115170,GDF2,ACVR1
3217,P12643,Q04771,ENSG00000125845,ENSG00000115170,BMP2,ACVR1
3218,P22004,Q04771,ENSG00000153162,ENSG00000115170,BMP6,ACVR1
3219,P43026,Q04771,ENSG00000125965,ENSG00000115170,GDF5,ACVR1
3220,P61812,Q04771,ENSG00000092969,ENSG00000115170,TGFB2,ACVR1
3221,P51654,P60033,ENSG00000147257,ENSG00000110651,GPC3,CD81
3222,P13611,P16109,ENSG00000038427,ENSG00000174175,VCAN,SELP
3223,P28906,P16109,ENSG00000174059,ENSG00000174175,CD34,SELP
3224,P05155,P16109,ENSG00000149131,ENSG00000174175,SERPING1,SELP
3225,P25063,P16109,ENSG00000272398,ENSG00000174175,CD24,SELP
3226,P15692,Q06418,ENSG00000112715,ENSG00000092445,VEGFA,TYRO3
3227,P21741,P98164,ENSG00000110492,ENSG00000081479,MDK,LRP2
3228,P00749,P98164,ENSG00000122861,ENSG00000081479,PLAU,LRP2
3229,P30533,P98164,ENSG00000163956,ENSG00000081479,LRPAP1,LRP2
3230,P98164,P30533,ENSG00000081479,ENSG00000163956,LRP2,LRPAP1
3231,O15511,P98164,ENSG00000162704,ENSG00000081479,ARPC5,LRP2
3232,P01019,P98164,ENSG00000135744,ENSG00000081479,AGT,LRP2
3233,P02774,P98164,ENSG00000145321,ENSG00000081479,GC,LRP2
3234,P01185,P98164,ENSG00000101200,ENSG00000081479,AVP,LRP2
3235,P02768,P98164,ENSG00000163631,ENSG00000081479,ALB,LRP2
3236,P02652,P98164,ENSG00000158874,ENSG00000081479,APOA2,LRP2
3237,O00468,P98164,ENSG00000188157,ENSG00000081479,AGRN,LRP2
3238,P51654,P98164,ENSG00000147257,ENSG00000081479,GPC3,LRP2
3239,P02787,P98164,ENSG00000091513,ENSG00000081479,TF,LRP2
3240,P01308,P98164,ENSG00000254647,ENSG00000081479,INS,LRP2
3241,P08519,P98164,ENSG00000198670,ENSG00000081479,LPA,LRP2
3242,P06727,P98164,ENSG00000110244,ENSG00000081479,APOA4,LRP2
3243,P01133,P98164,ENSG00000138798,ENSG00000081479,EGF,LRP2
3244,O60494,P98164,ENSG00000107611,ENSG00000081479,CUBN,LRP2
3245,P98164,O60494,ENSG00000081479,ENSG00000107611,LRP2,CUBN
3246,P11142,P98164,ENSG00000109971,ENSG00000081479,HSPA8,LRP2
3247,P11684,P98164,ENSG00000149021,ENSG00000081479,SCGB1A1,LRP2
3248,P02655,P98164,ENSG00000234906,ENSG00000081479,APOC2,LRP2
3249,P98160,P98164,ENSG00000142798,ENSG00000081479,HSPG2,LRP2
3250,P06858,P98164,ENSG00000175445,ENSG00000081479,LPL,LRP2
3251,P41221,P98164,ENSG00000114251,ENSG00000081479,WNT5A,LRP2
3252,P80188,P98164,ENSG00000148346,ENSG00000081479,LCN2,LRP2
3253,P61160,P98164,ENSG00000138071,ENSG00000081479,ACTR2,LRP2
3254,P41159,P98164,ENSG00000174697,ENSG00000081479,LEP,LRP2
3255,O60565,P35968,ENSG00000276886,ENSG00000128052,GREM1,KDR
3256,O60565,P35968,ENSG00000166923,ENSG00000128052,GREM1,KDR
3257,O60565,P35968,ENSG00000282046,ENSG00000128052,GREM1,KDR
3258,P35625,P35968,ENSG00000100234,ENSG00000128052,TIMP3,KDR
3259,P35968,Q8NFY4,ENSG00000128052,ENSG00000137872,KDR,SEMA6D
3260,Q8NFY4,P35968,ENSG00000137872,ENSG00000128052,SEMA6D,KDR
3261,P10145,P35968,ENSG00000169429,ENSG00000128052,CXCL8,KDR
3262,P39060,P35968,ENSG00000182871,ENSG00000128052,COL18A1,KDR
3263,O43508,P28908,ENSG00000239697,ENSG00000120949,TNFSF12,TNFRSF8
3264,P41221,P43121,ENSG00000114251,ENSG00000076706,WNT5A,MCAM
3265,P25391,P35052,ENSG00000101680,ENSG00000063660,LAMA1,GPC1
3266,P13385,P35052,ENSG00000241186,ENSG00000063660,CRIPTO,GPC1
3267,Q02297,P35052,ENSG00000157168,ENSG00000063660,NRG1,GPC1
3268,P05067,P35052,ENSG00000142192,ENSG00000063660,APP,GPC1
3269,P01008,P35052,ENSG00000117601,ENSG00000063660,SERPINC1,GPC1
3270,P39060,P35052,ENSG00000182871,ENSG00000063660,COL18A1,GPC1
3271,P15692,P35052,ENSG00000112715,ENSG00000063660,VEGFA,GPC1
3272,Q14116,Q9HB29,ENSG00000150782,ENSG00000115598,IL18,IL1RL2
3273,Q14116,O95256,ENSG00000150782,ENSG00000115607,IL18,IL18RAP
3274,P78357,Q9NQC3,ENSG00000108797,ENSG00000115310,CNTNAP1,RTN4
3275,Q9NQC3,P78357,ENSG00000115310,ENSG00000108797,RTN4,CNTNAP1
3276,P24821,Q13797,ENSG00000041982,ENSG00000291488,TNC,ITGA9
3277,P24821,Q13797,ENSG00000041982,ENSG00000144668,TNC,ITGA9
3278,P49767,Q13797,ENSG00000150630,ENSG00000291488,VEGFC,ITGA9
3279,P49767,Q13797,ENSG00000150630,ENSG00000144668,VEGFC,ITGA9
3280,Q99965,Q13797,ENSG00000276286,ENSG00000291488,ADAM2,ITGA9
3281,Q99965,Q13797,ENSG00000276286,ENSG00000144668,ADAM2,ITGA9
3282,Q99965,Q13797,ENSG00000104755,ENSG00000291488,ADAM2,ITGA9
3283,Q99965,Q13797,ENSG00000104755,ENSG00000144668,ADAM2,ITGA9
3284,P00747,Q13797,ENSG00000122194,ENSG00000291488,PLG,ITGA9
3285,P00747,Q13797,ENSG00000122194,ENSG00000144668,PLG,ITGA9
3286,P10451,Q13797,ENSG00000118785,ENSG00000291488,SPP1,ITGA9
3287,P10451,Q13797,ENSG00000118785,ENSG00000144668,SPP1,ITGA9
3288,P00488,Q13797,ENSG00000124491,ENSG00000291488,F13A1,ITGA9
3289,P00488,Q13797,ENSG00000124491,ENSG00000144668,F13A1,ITGA9
3290,O43915,Q13797,ENSG00000165197,ENSG00000291488,VEGFD,ITGA9
3291,O43915,Q13797,ENSG00000165197,ENSG00000144668,VEGFD,ITGA9
3292,O43184,Q13797,ENSG00000148848,ENSG00000291488,ADAM12,ITGA9
3293,O43184,Q13797,ENSG00000148848,ENSG00000144668,ADAM12,ITGA9
3294,P19320,Q13797,ENSG00000162692,ENSG00000291488,VCAM1,ITGA9
3295,P19320,Q13797,ENSG00000162692,ENSG00000144668,VCAM1,ITGA9
3296,P21980,Q13797,ENSG00000198959,ENSG00000291488,TGM2,ITGA9
3297,P21980,Q13797,ENSG00000198959,ENSG00000144668,TGM2,ITGA9
3298,P15692,Q13797,ENSG00000112715,ENSG00000291488,VEGFA,ITGA9
3299,P15692,Q13797,ENSG00000112715,ENSG00000144668,VEGFA,ITGA9
3300,P04141,Q13797,ENSG00000164400,ENSG00000291488,CSF2,ITGA9
3301,P04141,Q13797,ENSG00000164400,ENSG00000144668,CSF2,ITGA9
3302,Q13444,Q13797,ENSG00000143537,ENSG00000291488,ADAM15,ITGA9
3303,Q13444,Q13797,ENSG00000143537,ENSG00000144668,ADAM15,ITGA9
3304,P02751,Q13797,ENSG00000115414,ENSG00000291488,FN1,ITGA9
3305,P02751,Q13797,ENSG00000115414,ENSG00000144668,FN1,ITGA9
3306,P23582,P17342,ENSG00000163273,ENSG00000113389,NPPC,NPR3
3307,P16860,P17342,ENSG00000120937,ENSG00000113389,NPPB,NPR3
3308,P01282,P17342,ENSG00000146469,ENSG00000113389,VIP,NPR3
3309,P01160,P17342,ENSG00000175206,ENSG00000113389,NPPA,NPR3
3310,O95025,O14786,ENSG00000153993,ENSG00000099250,SEMA3D,NRP1
3311,O15041,O14786,ENSG00000170381,ENSG00000099250,SEMA3E,NRP1
3312,P05230,O14786,ENSG00000113578,ENSG00000099250,FGF1,NRP1
3313,Q02246,O14786,ENSG00000184144,ENSG00000099250,CNTN2,NRP1
3314,P21781,O14786,ENSG00000140285,ENSG00000099250,FGF7,NRP1
3315,P55196,Q9P2S2,ENSG00000130396,ENSG00000110076,AFDN,NRXN2
3316,P55196,P58401,ENSG00000130396,ENSG00000110076,AFDN,NRXN2
3317,P0DP24,Q13936,ENSG00000143933,ENSG00000285479,CALM2,CACNA1C
3318,P0DP24,Q13936,ENSG00000143933,ENSG00000151067,CALM2,CACNA1C
3319,P13591,Q13936,ENSG00000149294,ENSG00000285479,NCAM1,CACNA1C
3320,P13591,Q13936,ENSG00000149294,ENSG00000151067,NCAM1,CACNA1C
3321,Q13936,Q86UR5,ENSG00000285479,ENSG00000079841,CACNA1C,RIMS1
3322,Q13936,Q86UR5,ENSG00000151067,ENSG00000079841,CACNA1C,RIMS1
3323,Q86UR5,Q13936,ENSG00000079841,ENSG00000285479,RIMS1,CACNA1C
3324,Q86UR5,Q13936,ENSG00000079841,ENSG00000151067,RIMS1,CACNA1C
3325,P0DP23,Q13936,ENSG00000198668,ENSG00000285479,CALM1,CACNA1C
3326,P0DP23,Q13936,ENSG00000198668,ENSG00000151067,CALM1,CACNA1C
3327,P19320,P26010,ENSG00000162692,ENSG00000139626,VCAM1,ITGB7
3328,P02751,P26010,ENSG00000115414,ENSG00000139626,FN1,ITGB7
3329,P56975,P21860,ENSG00000185737,ENSG00000065361,NRG3,ERBB3
3330,P15514,P21860,ENSG00000109321,ENSG00000065361,AREG,ERBB3
3331,P21860,P15514,ENSG00000065361,ENSG00000109321,ERBB3,AREG
3332,P01135,P21860,ENSG00000163235,ENSG00000065361,TGFA,ERBB3
3333,P11684,Q6UX01,ENSG00000149021,ENSG00000139636,SCGB1A1,LMBR1L
3334,P51654,P08069,ENSG00000147257,ENSG00000140443,GPC3,IGF1R
3335,P04899,P08069,ENSG00000114353,ENSG00000140443,GNAI2,IGF1R
3336,P49913,P08069,ENSG00000164047,ENSG00000140443,CAMP,IGF1R
3337,P14625,P07306,ENSG00000166598,ENSG00000141505,HSP90B1,ASGR1
3338,P00738,P07306,ENSG00000257017,ENSG00000141505,HP,ASGR1
3339,P56975,P04626,ENSG00000185737,ENSG00000141736,NRG3,ERBB2
3340,P04626,Q92854,ENSG00000141736,ENSG00000187764,ERBB2,SEMA4D
3341,Q92854,P04626,ENSG00000187764,ENSG00000141736,SEMA4D,ERBB2
3342,P04439,P04626,ENSG00000206503,ENSG00000141736,HLA-A,ERBB2
3343,P04626,P04439,ENSG00000141736,ENSG00000206503,ERBB2,HLA-A
3344,Q8WWG1,P04626,ENSG00000169752,ENSG00000141736,NRG4,ERBB2
3345,P14625,P04626,ENSG00000166598,ENSG00000141736,HSP90B1,ERBB2
3346,P04626,P32004,ENSG00000141736,ENSG00000198910,ERBB2,L1CAM
3347,P32004,P04626,ENSG00000198910,ENSG00000141736,L1CAM,ERBB2
3348,O14511,P04626,ENSG00000158458,ENSG00000141736,NRG2,ERBB2
3349,P07900,P04626,ENSG00000080824,ENSG00000141736,HSP90AA1,ERBB2
3350,P35070,P04626,ENSG00000174808,ENSG00000141736,BTC,ERBB2
3351,P05015,P17181,ENSG00000147885,ENSG00000142166,IFNA16,IFNAR1
3352,P01570,P17181,ENSG00000228083,ENSG00000142166,IFNA14,IFNAR1
3353,P05014,P17181,ENSG00000236637,ENSG00000142166,IFNA4,IFNAR1
3354,P01569,P17181,ENSG00000147873,ENSG00000142166,IFNA5,IFNAR1
3355,P05013,P17181,ENSG00000120235,ENSG00000142166,IFNA6,IFNAR1
3356,P01566,P17181,ENSG00000186803,ENSG00000142166,IFNA10,IFNAR1
3357,P32881,P17181,ENSG00000120242,ENSG00000142166,IFNA8,IFNAR1
3358,Q86WN2,P17181,ENSG00000184995,ENSG00000142166,IFNE,IFNAR1
3359,P01568,P17181,ENSG00000137080,ENSG00000142166,IFNA21,IFNAR1
3360,P01563,P17181,ENSG00000188379,ENSG00000142166,IFNA2,IFNAR1
3361,P0DP23,P49190,ENSG00000198668,ENSG00000144407,CALM1,PTH2R
3362,Q99748,O60609,ENSG00000171119,ENSG00000146013,NRTN,GFRA3
3363,P39905,O60609,ENSG00000168621,ENSG00000146013,GDNF,GFRA3
3364,Q96GW7,P00533,ENSG00000132692,ENSG00000146648,BCAN,EGFR
3365,P21754,P00533,ENSG00000188372,ENSG00000146648,ZP3,EGFR
3366,P05230,P00533,ENSG00000113578,ENSG00000146648,FGF1,EGFR
3367,Q8WWG1,P00533,ENSG00000169752,ENSG00000146648,NRG4,EGFR
3368,P32004,P00533,ENSG00000198910,ENSG00000146648,L1CAM,EGFR
3369,Q08830,P00533,ENSG00000104760,ENSG00000146648,FGL1,EGFR
3370,Q92913,P00533,ENSG00000129682,ENSG00000146648,FGF13,EGFR
3371,P07900,P00533,ENSG00000080824,ENSG00000146648,HSP90AA1,EGFR
3372,P49913,P00533,ENSG00000164047,ENSG00000146648,CAMP,EGFR
3373,P15692,P00533,ENSG00000112715,ENSG00000146648,VEGFA,EGFR
3374,P0DP23,P28335,ENSG00000198668,ENSG00000147246,CALM1,HTR2C
3375,P20783,Q16620,ENSG00000185652,ENSG00000148053,NTF3,NTRK2
3376,Q96CW9,Q9HCJ2,ENSG00000196358,ENSG00000148948,NTNG2,LRRC4C
3377,O43278,Q9Y5Y6,ENSG00000166145,ENSG00000149418,SPINT1,ST14
3378,P01213,P08913,ENSG00000101327,ENSG00000150594,PDYN,ADRA2A
3379,P04899,P08913,ENSG00000114353,ENSG00000150594,GNAI2,ADRA2A
3380,P08913,P04899,ENSG00000150594,ENSG00000114353,ADRA2A,GNAI2
3381,P01019,P08913,ENSG00000135744,ENSG00000150594,AGT,ADRA2A
3382,P48061,P08913,ENSG00000107562,ENSG00000150594,CXCL12,ADRA2A
3383,P19876,P08913,ENSG00000163734,ENSG00000150594,CXCL3,ADRA2A
3384,P13501,P08913,ENSG00000274233,ENSG00000150594,CCL5,ADRA2A
3385,P13501,P08913,ENSG00000271503,ENSG00000150594,CCL5,ADRA2A
3386,O14625,P08913,ENSG00000169248,ENSG00000150594,CXCL11,ADRA2A
3387,Q5H8A3,P08913,ENSG00000204640,ENSG00000150594,NMS,ADRA2A
3388,Q9ULZ1,P08913,ENSG00000171388,ENSG00000150594,APLN,ADRA2A
3389,P61278,P08913,ENSG00000157005,ENSG00000150594,SST,ADRA2A
3390,Q9Y5Q6,P08913,ENSG00000172410,ENSG00000150594,INSL5,ADRA2A
3391,P01303,P08913,ENSG00000122585,ENSG00000150594,NPY,ADRA2A
3392,O15444,P08913,ENSG00000131142,ENSG00000150594,CCL25,ADRA2A
3393,P01189,P08913,ENSG00000115138,ENSG00000150594,POMC,ADRA2A
3394,P0DJI8,P08913,ENSG00000173432,ENSG00000150594,SAA1,ADRA2A
3395,P0DJI8,P08913,ENSG00000288411,ENSG00000150594,SAA1,ADRA2A
3396,P10145,P08913,ENSG00000169429,ENSG00000150594,CXCL8,ADRA2A
3397,P10082,P08913,ENSG00000131096,ENSG00000150594,PYY,ADRA2A
3398,O15467,P08913,ENSG00000275095,ENSG00000150594,CCL16,ADRA2A
3399,O15467,P08913,ENSG00000275152,ENSG00000150594,CCL16,ADRA2A
3400,P19875,P08913,ENSG00000081041,ENSG00000150594,CXCL2,ADRA2A
3401,O43927,P08913,ENSG00000156234,ENSG00000150594,CXCL13,ADRA2A
3402,P02778,P08913,ENSG00000169245,ENSG00000150594,CXCL10,ADRA2A
3403,P02775,P08913,ENSG00000163736,ENSG00000150594,PPBP,ADRA2A
3404,P20382,P08913,ENSG00000183395,ENSG00000150594,PMCH,ADRA2A
3405,P42830,P08913,ENSG00000163735,ENSG00000150594,CXCL5,ADRA2A
3406,Q99731,P08913,ENSG00000172724,ENSG00000150594,CCL19,ADRA2A
3407,Q13519,P08913,ENSG00000168081,ENSG00000150594,PNOC,ADRA2A
3408,P05067,P08913,ENSG00000142192,ENSG00000150594,APP,ADRA2A
3409,P09341,P08913,ENSG00000163739,ENSG00000150594,CXCL1,ADRA2A
3410,Q8NG41,P08913,ENSG00000183979,ENSG00000150594,NPB,ADRA2A
3411,P01298,P08913,ENSG00000108849,ENSG00000150594,PPY,ADRA2A
3412,Q07325,P08913,ENSG00000138755,ENSG00000150594,CXCL9,ADRA2A
3413,Q9H2A7,P08913,ENSG00000161921,ENSG00000150594,CXCL16,ADRA2A
3414,P78556,P08913,ENSG00000115009,ENSG00000150594,CCL20,ADRA2A
3415,Q8N729,P08913,ENSG00000291946,ENSG00000150594,NPW,ADRA2A
3416,Q8N729,P08913,ENSG00000183971,ENSG00000150594,NPW,ADRA2A
3417,P01210,P08913,ENSG00000181195,ENSG00000150594,PENK,ADRA2A
3418,Q9NRJ3,P08913,ENSG00000151882,ENSG00000150594,CCL28,ADRA2A
3419,Q8WXF3,P08913,ENSG00000171136,ENSG00000150594,RLN3,ADRA2A
3420,Q8WXF3,P08913,ENSG00000288474,ENSG00000150594,RLN3,ADRA2A
3421,P02776,P08913,ENSG00000163737,ENSG00000150594,PF4,ADRA2A
3422,O00230,P08913,ENSG00000241563,ENSG00000150594,CORT,ADRA2A
3423,P04083,P08913,ENSG00000135046,ENSG00000150594,ANXA1,ADRA2A
3424,Q9NRA1,P17948,ENSG00000145431,ENSG00000102755,PDGFC,FLT1
3425,P49767,P17948,ENSG00000150630,ENSG00000102755,VEGFC,FLT1
3426,P00747,P17948,ENSG00000122194,ENSG00000102755,PLG,FLT1
3427,O43915,P17948,ENSG00000165197,ENSG00000102755,VEGFD,FLT1
3428,Q9BX66,P56199,ENSG00000095637,ENSG00000213949,SORBS1,ITGA1
3429,Q14031,P56199,ENSG00000197565,ENSG00000213949,COL4A6,ITGA1
3430,P29400,P56199,ENSG00000188153,ENSG00000213949,COL4A5,ITGA1
3431,P24043,P56199,ENSG00000196569,ENSG00000213949,LAMA2,ITGA1
3432,P25391,P56199,ENSG00000101680,ENSG00000213949,LAMA1,ITGA1
3433,P12109,P56199,ENSG00000142156,ENSG00000213949,COL6A1,ITGA1
3434,P53420,P56199,ENSG00000081052,ENSG00000213949,COL4A4,ITGA1
3435,P20908,P56199,ENSG00000130635,ENSG00000213949,COL5A1,ITGA1
3436,P12110,P56199,ENSG00000142173,ENSG00000213949,COL6A2,ITGA1
3437,Q01955,P56199,ENSG00000169031,ENSG00000213949,COL4A3,ITGA1
3438,P02458,P56199,ENSG00000139219,ENSG00000213949,COL2A1,ITGA1
3439,O43915,P56199,ENSG00000165197,ENSG00000213949,VEGFD,ITGA1
3440,P12111,P56199,ENSG00000163359,ENSG00000213949,COL6A3,ITGA1
3441,P05997,P56199,ENSG00000204262,ENSG00000213949,COL5A2,ITGA1
3442,P08123,P56199,ENSG00000164692,ENSG00000213949,COL1A2,ITGA1
3443,P21941,P56199,ENSG00000162510,ENSG00000213949,MATN1,ITGA1
3444,P02462,P56199,ENSG00000187498,ENSG00000213949,COL4A1,ITGA1
3445,P35555,P18564,ENSG00000166147,ENSG00000115221,FBN1,ITGB6
3446,P02751,P18564,ENSG00000115414,ENSG00000115221,FN1,ITGB6
3447,P35247,Q9Y6Y9,ENSG00000133661,ENSG00000154589,SFTPD,LY96
3448,P21810,Q9Y6Y9,ENSG00000182492,ENSG00000154589,BGN,LY96
3449,P04628,O75084,ENSG00000125084,ENSG00000155760,WNT1,FZD7
3450,Q5JWF2,P40145,ENSG00000087460,ENSG00000155897,GNAS,ADCY8
3451,P63092,P40145,ENSG00000087460,ENSG00000155897,GNAS,ADCY8
3452,O95467,P40145,ENSG00000087460,ENSG00000155897,GNAS,ADCY8
3453,P04899,P40145,ENSG00000114353,ENSG00000155897,GNAI2,ADCY8
3454,P0DP25,P40145,ENSG00000160014,ENSG00000155897,CALM3,ADCY8
3455,P56705,Q9UP38,ENSG00000162552,ENSG00000157240,WNT4,FZD1
3456,P61769,P06126,ENSG00000273686,ENSG00000158477,B2M,CD1A
3457,P61769,P06126,ENSG00000166710,ENSG00000158477,B2M,CD1A
3458,P63092,P50406,ENSG00000087460,ENSG00000158748,GNAS,HTR6
3459,O95467,P50406,ENSG00000087460,ENSG00000158748,GNAS,HTR6
3460,Q13007,Q08334,ENSG00000162892,ENSG00000243646,IL24,IL10RB
3461,Q969E3,Q08334,ENSG00000178473,ENSG00000243646,UCN3,IL10RB
3462,P01210,Q9NZT2,ENSG00000181195,ENSG00000060491,PENK,OGFR
3463,P12273,Q9Y639,ENSG00000159763,ENSG00000156642,PIP,NPTN
3464,P81534,P41597,ENSG00000176797,ENSG00000121807,DEFB103A,CCR2
3465,P81534,P41597,ENSG00000285376,ENSG00000121807,DEFB103B,CCR2
3466,P81534,P41597,ENSG00000284978,ENSG00000121807,DEFB103A,CCR2
3467,P81534,P41597,ENSG00000177243,ENSG00000121807,DEFB103B,CCR2
3468,P81534,P41597,ENSG00000273641,ENSG00000121807,DEFB103B,CCR2
3469,Q14005,P51681,ENSG00000172349,ENSG00000160791,IL16,CCR5
3470,P21741,Q8N158,ENSG00000110492,ENSG00000213420,MDK,GPC2
3471,Q9NSA1,P22455,ENSG00000105550,ENSG00000160867,FGF21,FGFR4
3472,P11487,P22455,ENSG00000186895,ENSG00000160867,FGF3,FGFR4
3473,Q92915,P22455,ENSG00000102466,ENSG00000160867,FGF14,FGFR4
3474,Q92914,P22455,ENSG00000161958,ENSG00000160867,FGF11,FGFR4
3475,Q92914,P22455,ENSG00000283903,ENSG00000160867,FGF11,FGFR4
3476,Q92913,P22455,ENSG00000129682,ENSG00000160867,FGF13,FGFR4
3477,P61328,P22455,ENSG00000114279,ENSG00000160867,FGF12,FGFR4
3478,P32004,P08648,ENSG00000198910,ENSG00000161638,L1CAM,ITGA5
3479,P00749,P08648,ENSG00000122861,ENSG00000161638,PLAU,ITGA5
3480,P10451,P08648,ENSG00000118785,ENSG00000161638,SPP1,ITGA5
3481,O00622,P08648,ENSG00000142871,ENSG00000161638,CCN1,ITGA5
3482,P02671,P08648,ENSG00000171560,ENSG00000161638,FGA,ITGA5
3483,O43915,P08648,ENSG00000165197,ENSG00000161638,VEGFD,ITGA5
3484,P35555,P08648,ENSG00000166147,ENSG00000161638,FBN1,ITGA5
3485,Q15389,P08648,ENSG00000154188,ENSG00000161638,ANGPT1,ITGA5
3486,P39060,P08648,ENSG00000182871,ENSG00000161638,COL18A1,ITGA5
3487,Q13444,P08648,ENSG00000143537,ENSG00000161638,ADAM15,ITGA5
3488,P78536,P08648,ENSG00000151694,ENSG00000161638,ADAM17,ITGA5
3489,Q9Y5C1,P08648,ENSG00000132855,ENSG00000161638,ANGPTL3,ITGA5
3490,P02751,P08648,ENSG00000115414,ENSG00000161638,FN1,ITGA5
3491,Q5JWF2,O60503,ENSG00000087460,ENSG00000162104,GNAS,ADCY9
3492,P63092,O60503,ENSG00000087460,ENSG00000162104,GNAS,ADCY9
3493,O95467,O60503,ENSG00000087460,ENSG00000162104,GNAS,ADCY9
3494,P04899,O60503,ENSG00000114353,ENSG00000162104,GNAI2,ADCY9
3495,Q9BQB4,O75197,ENSG00000167941,ENSG00000162337,SOST,LRP5
3496,Q93098,O75197,ENSG00000075290,ENSG00000162337,WNT8B,LRP5
3497,P04899,P22888,ENSG00000114353,ENSG00000138039,GNAI2,LHCGR
3498,Q5JWF2,P22888,ENSG00000087460,ENSG00000138039,GNAS,LHCGR
3499,P63092,P22888,ENSG00000087460,ENSG00000138039,GNAS,LHCGR
3500,O95467,P22888,ENSG00000087460,ENSG00000138039,GNAS,LHCGR
3501,P04899,P25024,ENSG00000114353,ENSG00000163464,GNAI2,CXCR1
3502,P19876,P25024,ENSG00000163734,ENSG00000163464,CXCL3,CXCR1
3503,P19875,P25024,ENSG00000081041,ENSG00000163464,CXCL2,CXCR1
3504,Q16552,Q8NAC3,ENSG00000112115,ENSG00000163702,IL17A,IL17RC
3505,Q96PD4,Q8NAC3,ENSG00000112116,ENSG00000163702,IL17F,IL17RC
3506,P02751,Q8NAC3,ENSG00000115414,ENSG00000163702,FN1,IL17RC
3507,P00749,P18084,ENSG00000122861,ENSG00000082781,PLAU,ITGB5
3508,O43854,P18084,ENSG00000164176,ENSG00000082781,EDIL3,ITGB5
3509,Q9BX66,P18084,ENSG00000095637,ENSG00000082781,SORBS1,ITGB5
3510,P10451,P18084,ENSG00000118785,ENSG00000082781,SPP1,ITGB5
3511,P08572,P18084,ENSG00000134871,ENSG00000082781,COL4A2,ITGB5
3512,O00622,P18084,ENSG00000142871,ENSG00000082781,CCN1,ITGB5
3513,Q13443,P18084,ENSG00000168615,ENSG00000082781,ADAM9,ITGB5
3514,P39060,P18084,ENSG00000182871,ENSG00000082781,COL18A1,ITGB5
3515,Q9NS15,P18084,ENSG00000168056,ENSG00000082781,LTBP3,ITGB5
3516,Q14766,P18084,ENSG00000049323,ENSG00000082781,LTBP1,ITGB5
3517,Q14031,P17301,ENSG00000197565,ENSG00000164171,COL4A6,ITGA2
3518,P29400,P17301,ENSG00000188153,ENSG00000164171,COL4A5,ITGA2
3519,P24043,P17301,ENSG00000196569,ENSG00000164171,LAMA2,ITGA2
3520,P25391,P17301,ENSG00000101680,ENSG00000164171,LAMA1,ITGA2
3521,Q9Y6N6,P17301,ENSG00000050555,ENSG00000164171,LAMC3,ITGA2
3522,P12109,P17301,ENSG00000142156,ENSG00000164171,COL6A1,ITGA2
3523,P53420,P17301,ENSG00000081052,ENSG00000164171,COL4A4,ITGA2
3524,P12107,P17301,ENSG00000060718,ENSG00000164171,COL11A1,ITGA2
3525,P12110,P17301,ENSG00000142173,ENSG00000164171,COL6A2,ITGA2
3526,Q01955,P17301,ENSG00000169031,ENSG00000164171,COL4A3,ITGA2
3527,P02458,P17301,ENSG00000139219,ENSG00000164171,COL2A1,ITGA2
3528,O43915,P17301,ENSG00000165197,ENSG00000164171,VEGFD,ITGA2
3529,P03956,P17301,ENSG00000196611,ENSG00000164171,MMP1,ITGA2
3530,P98160,P17301,ENSG00000142798,ENSG00000164171,HSPG2,ITGA2
3531,Q13751,P17301,ENSG00000196878,ENSG00000164171,LAMB3,ITGA2
3532,O15335,P17301,ENSG00000136457,ENSG00000164171,CHAD,ITGA2
3533,P08123,P17301,ENSG00000164692,ENSG00000164171,COL1A2,ITGA2
3534,P02462,P17301,ENSG00000187498,ENSG00000164171,COL4A1,ITGA2
3535,P02751,P17301,ENSG00000115414,ENSG00000164171,FN1,ITGA2
3536,Q02388,P17301,ENSG00000114270,ENSG00000164171,COL7A1,ITGA2
3537,P02461,P17301,ENSG00000168542,ENSG00000164171,COL3A1,ITGA2
3538,P00747,P55085,ENSG00000122194,ENSG00000164251,PLG,F2RL1
3539,P80303,Q9NZ08,ENSG00000070081,ENSG00000164307,NUCB2,ERAP1
3540,Q5JWF2,Q08828,ENSG00000087460,ENSG00000164742,GNAS,ADCY1
3541,O95467,Q08828,ENSG00000087460,ENSG00000164742,GNAS,ADCY1
3542,O75888,O00300,ENSG00000161955,ENSG00000164761,TNFSF13,TNFRSF11B
3543,P02751,O00300,ENSG00000115414,ENSG00000164761,FN1,TNFRSF11B
3544,Q86UR5,Q05940,ENSG00000079841,ENSG00000165646,RIMS1,SLC18A2
3545,Q6V0I7,Q96JQ0,ENSG00000196159,ENSG00000166341,FAT4,DCHS1
